
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.14
2                       5.78
4                       5.74
8                       5.73
16                      5.73
32                      5.71
64                      5.79
128                     6.03
256                    10.10
512                    10.24
1024                   10.44
2048                   10.89
4096                   11.32
8192                   10.00
16384                  12.92
32768                  24.84
65536                  49.03
131072                 68.79
262144                111.56
