
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.79
2                       5.77
4                       5.74
8                       5.72
16                      5.86
32                      5.71
64                      5.77
128                     6.05
256                    10.13
512                    10.27
1024                   10.49
2048                   10.92
4096                   11.29
8192                    9.97
16384                  12.89
32768                  24.96
65536                  48.96
131072                 68.81
262144                111.55
