
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.60
2                       5.79
4                       5.74
8                       5.73
16                      5.71
32                      5.74
64                      5.74
128                     6.06
256                    10.15
512                    10.24
1024                   10.51
2048                   10.95
4096                   11.34
8192                   10.00
16384                  12.86
32768                  24.84
65536                  49.07
131072                 68.77
262144                111.53
