
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.98
2                       5.82
4                       5.76
8                       5.75
16                      5.74
32                      5.77
64                      5.75
128                     6.09
256                    10.06
512                    10.18
1024                   10.44
2048                   10.90
4096                   11.24
8192                   10.00
16384                  12.91
32768                  24.80
65536                  49.01
131072                 68.82
262144                111.53
