
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.60
2                       5.80
4                       5.74
8                       5.72
16                      5.73
32                      5.73
64                      5.77
128                     6.05
256                    10.15
512                    10.26
1024                   10.46
2048                   10.91
4096                   11.35
8192                   10.00
16384                  12.91
32768                  24.85
65536                  49.05
131072                 68.81
262144                111.55
