
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       5.87
2                       5.77
4                       5.73
8                       5.74
16                      5.73
32                      5.80
64                      5.80
128                     6.12
256                    10.10
512                    10.18
1024                   10.47
2048                   10.88
4096                   11.18
8192                    9.95
16384                  12.86
32768                  24.80
65536                  48.98
131072                 68.76
262144                111.57
