
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.65
2                       5.77
4                       5.69
8                       5.73
16                      5.74
32                      5.78
64                      5.72
128                     6.08
256                    10.15
512                    10.20
1024                   10.43
2048                   10.89
4096                   11.50
8192                    9.99
16384                  12.90
32768                  24.86
65536                  48.99
131072                 68.72
262144                111.55
