
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.77
2                       5.75
4                       5.76
8                       5.68
16                      5.68
32                      5.74
64                      5.75
128                     6.05
256                    10.10
512                    10.26
1024                   10.40
2048                   10.78
4096                   11.17
8192                    9.99
16384                  12.94
32768                  24.82
65536                  48.95
131072                 68.64
262144                111.40
