
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.79
2                       5.79
4                       5.81
8                       5.73
16                      5.76
32                      5.73
64                      5.82
128                     6.14
256                    10.11
512                    10.28
1024                   10.45
2048                   10.93
4096                   11.33
8192                    9.97
16384                  12.90
32768                  24.89
65536                  48.99
131072                 68.68
262144                111.49
