
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.71
2                       5.82
4                       5.76
8                       5.75
16                      5.75
32                      5.76
64                      5.73
128                     6.05
256                    10.14
512                    10.20
1024                   10.49
2048                   10.89
4096                   11.31
8192                   10.06
16384                  12.94
32768                  24.88
65536                  49.03
131072                 68.81
262144                111.52
