
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.52
2                       5.78
4                       5.71
8                       5.77
16                      5.72
32                      5.73
64                      5.78
128                     6.08
256                    10.10
512                    10.21
1024                   10.44
2048                   10.89
4096                   11.28
8192                    9.98
16384                  12.90
32768                  24.94
65536                  49.04
131072                 68.73
262144                111.55
