
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.94
2                       5.80
4                       5.74
8                       5.73
16                      5.79
32                      5.77
64                      5.78
128                     6.13
256                    10.16
512                    10.28
1024                   10.48
2048                   10.92
4096                   11.31
8192                   10.01
16384                  12.97
32768                  24.90
65536                  49.04
131072                 68.78
262144                111.61
