
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.57
2                       5.78
4                       5.73
8                       5.81
16                      5.82
32                      5.69
64                      5.74
128                     6.04
256                    10.19
512                    10.30
1024                   10.59
2048                   11.02
4096                   11.34
8192                   10.00
16384                  12.88
32768                  24.85
65536                  49.05
131072                 68.68
262144                111.52
