
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.89
2                       5.78
4                       5.71
8                       5.70
16                      5.74
32                      5.70
64                      5.73
128                     6.10
256                    10.14
512                    10.24
1024                   10.60
2048                   10.89
4096                   11.26
8192                   10.02
16384                  12.93
32768                  24.89
65536                  49.01
131072                 68.75
262144                111.57
