
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.58
2                       5.78
4                       5.71
8                       5.72
16                      5.71
32                      5.74
64                      5.73
128                     6.05
256                    10.11
512                    10.19
1024                   10.43
2048                   10.95
4096                   11.33
8192                   10.03
16384                  12.96
32768                  24.85
65536                  49.06
131072                 68.68
262144                111.51
