
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.21
2                       5.87
4                       5.78
8                       5.74
16                      5.75
32                      5.76
64                      5.76
128                     6.07
256                     9.95
512                    10.06
1024                   10.34
2048                   10.76
4096                   11.13
8192                    9.96
16384                  12.88
32768                  24.77
65536                  48.91
131072                 68.64
262144                111.44
