
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.82
2                       5.87
4                       5.77
8                       5.77
16                      5.77
32                      5.80
64                      5.78
128                     6.09
256                    10.10
512                    10.18
1024                   10.44
2048                   10.90
4096                   11.27
8192                    9.99
16384                  12.91
32768                  24.96
65536                  49.16
131072                 68.70
262144                111.52
