
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.54
2                       5.80
4                       5.74
8                       5.76
16                      5.75
32                      5.76
64                      5.81
128                     6.07
256                    10.11
512                    10.20
1024                   10.51
2048                   10.92
4096                   11.32
8192                   10.09
16384                  13.03
32768                  24.85
65536                  49.14
131072                 68.72
262144                111.56
