
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.04
2                       5.87
4                       5.88
8                       5.80
16                      5.83
32                      5.87
64                      5.87
128                     6.16
256                    10.13
512                    10.26
1024                   10.46
2048                   10.98
4096                   11.48
8192                   10.04
16384                  12.98
32768                  24.91
65536                  49.11
131072                 68.83
262144                111.75
