
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       7.08
2                       5.90
4                       5.84
8                       5.92
16                      5.84
32                      5.85
64                      5.86
128                     6.18
256                    10.14
512                    10.20
1024                   10.49
2048                   10.93
4096                   11.28
8192                   10.02
16384                  12.95
32768                  24.86
65536                  49.15
131072                 68.75
262144                111.70
