
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.85
2                       5.81
4                       5.74
8                       5.71
16                      5.72
32                      5.76
64                      5.74
128                     6.03
256                    10.13
512                    10.23
1024                   10.46
2048                   10.94
4096                   11.31
8192                   10.00
16384                  12.93
32768                  24.83
65536                  49.00
131072                 68.92
262144                111.57
