
# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.44
2                       5.79
4                       5.75
8                       5.75
16                      5.78
32                      5.75
64                      5.77
128                     6.07
256                    10.17
512                    10.23
1024                   10.47
2048                   10.89
4096                   11.32
8192                    9.97
16384                  12.91
32768                  24.88
65536                  49.02
131072                 68.71
262144                111.53
