1417853

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      44.64             28.35             24.25             32.82
2                      33.45             24.42             20.92             56.82
4                      30.81             23.58             20.20             64.24
8                      41.93             33.18             28.53             69.31
16                     38.75             33.54             28.85             81.94
32                     33.48             26.42             22.68             68.87
64                     44.26             33.47             28.79             62.54
128                    60.14             41.84             36.07             49.26
256                    61.49             40.78             35.15             41.07
512                    70.24             45.26             39.04             36.01
1024                   87.83             56.88             49.13             37.00
2048                  137.93             85.60             74.09             29.37
4096                  215.48            131.76            114.20             26.70
8192                  399.17            243.53            211.30             26.34
16384                 670.78            405.74            352.21             24.75
32768                1550.93            753.36            654.25              0.00
65536                3245.85           1831.13           1590.66             11.06
131072               6665.66           3364.81           2923.15              0.00
262144              16332.32          13613.00          11827.33             77.01
