1414521

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      47.61             41.39             35.47             82.47
2                      39.43             23.80             20.38             23.32
4                      38.65             26.00             22.31             43.31
8                      39.69             29.91             25.70             61.94
16                     43.93             24.14             20.69              4.35
32                     58.68             41.83             36.05             53.26
64                     73.02             42.98             37.07             18.96
128                    65.53             41.56             35.83             33.11
256                    61.29             38.04             32.76             29.01
512                    84.38             48.93             42.22             16.04
1024                  124.81             74.06             64.06             20.79
2048                  127.10             81.15             70.21             34.56
4096                  250.47            171.02            148.29             46.43
8192                  440.94            265.90            230.71             24.13
16384                 722.20            512.51            444.95             52.87
32768                1513.15            756.26            656.71              0.00
65536                3555.79           1698.27           1475.07              0.00
131072               6225.24           3245.62           2819.36              0.00
262144              17036.77          14185.07          12322.96             76.86
