1421193

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      30.55             22.88             19.52             60.72
2                      30.75             21.36             18.22             48.48
4                      32.29             27.09             23.20             77.58
8                      35.36             27.52             23.63             66.81
16                     31.26             23.99             20.56             64.65
32                     39.35             27.94             23.99             52.46
64                     33.29             26.30             22.56             69.04
128                    57.97             38.25             32.96             40.16
256                    69.92             45.61             39.35             38.21
512                    72.76             47.73             41.18             39.23
1024                   98.52             75.45             65.27             64.64
2048                  137.78             87.40             75.65             33.41
4096                  212.19            128.40            111.28             24.71
8192                  428.41            273.04            236.92             34.42
16384                 683.72            389.76            338.34             13.12
32768                1560.39            770.24            668.88              0.00
65536                3121.22           1577.29           1370.09              0.00
131072               6477.80           3139.90           2727.68              0.00
262144              15787.67          13407.01          11648.06             79.56
