655831

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.37
2                       6.26
4                       6.30
8                       6.19
16                      6.19
32                      6.66
64                      6.92
128                     7.20
256                     7.31
512                     7.79
1024                    9.48
2048                   11.05
4096                   14.64
8192                   22.03
16384                  46.78
32768                  85.66
65536                 149.27
131072                322.77
262144                664.09
