656365

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.16
2                       6.32
4                       6.33
8                       6.37
16                      6.36
32                      6.74
64                      6.78
128                     6.89
256                     7.08
512                     7.84
1024                    9.32
2048                   11.10
4096                   14.68
8192                   22.07
16384                  46.99
32768                  85.80
65536                 149.23
131072                310.97
262144                659.23
