658322

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.46
2                       6.46
4                       6.36
8                       6.34
16                      6.32
32                      6.69
64                      6.88
128                     7.04
256                     7.28
512                     7.98
1024                    9.60
2048                   11.07
4096                   14.69
8192                   22.35
16384                  47.07
32768                  85.27
65536                 149.50
131072                326.33
262144                669.83
