651728

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.24
2                       6.43
4                       6.12
8                       6.22
16                      6.16
32                      6.75
64                      6.84
128                     7.02
256                     7.16
512                     7.69
1024                    9.51
2048                   11.09
4096                   14.66
8192                   22.06
16384                  46.84
32768                  85.52
65536                 149.82
131072                324.07
262144                662.98
