646368

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.19
2                       6.19
4                       6.04
8                       6.23
16                      6.04
32                      6.55
64                      6.84
128                     6.91
256                     7.00
512                     7.88
1024                    9.45
2048                   11.07
4096                   14.72
8192                   22.03
16384                  46.83
32768                  85.63
65536                 149.76
131072                318.11
262144                669.47
