653785

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.32
2                       6.30
4                       6.39
8                       6.25
16                      5.99
32                      6.62
64                      6.76
128                     6.87
256                     7.25
512                     7.74
1024                    9.37
2048                   11.12
4096                   14.71
8192                   22.10
16384                  46.96
32768                  85.35
65536                 150.41
131072                326.67
262144                670.93
