661085

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.32
2                       6.21
4                       6.53
8                       6.49
16                      6.40
32                      6.80
64                      6.96
128                     7.17
256                     7.42
512                     8.02
1024                    9.56
2048                   10.84
4096                   14.65
8192                   22.01
16384                  47.06
32768                  85.78
65536                 149.34
131072                323.83
262144                667.10
