657065

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.82
2                       6.63
4                       6.55
8                       6.52
16                      6.53
32                      7.23
64                      7.43
128                     7.35
256                     7.51
512                     8.18
1024                    9.73
2048                   11.13
4096                   14.69
8192                   22.02
16384                  46.72
32768                  85.64
65536                 149.35
131072                323.50
262144                665.25
