659561

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.27
2                       6.42
4                       6.34
8                       6.14
16                      6.18
32                      6.54
64                      6.89
128                     7.00
256                     7.23
512                     8.18
1024                    9.60
2048                   11.08
4096                   14.61
8192                   22.01
16384                  47.09
32768                  86.19
65536                 150.15
131072                320.19
262144                666.50
