650465

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.24
2                       6.36
4                       6.24
8                       6.36
16                      6.25
32                      6.64
64                      6.85
128                     7.09
256                     7.14
512                     7.92
1024                    9.50
2048                   11.16
4096                   14.84
8192                   22.24
16384                  47.28
32768                  85.74
65536                 149.48
131072                312.77
262144                651.86
