660373

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.43
2                       6.40
4                       6.27
8                       6.48
16                      6.26
32                      6.91
64                      7.04
128                     7.15
256                     7.12
512                     7.85
1024                    9.35
2048                   11.03
4096                   14.65
8192                   22.00
16384                  46.63
32768                  85.38
65536                 149.19
131072                309.59
262144                670.51
