661616

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.29
2                       6.12
4                       6.13
8                       6.15
16                      6.15
32                      6.49
64                      6.63
128                     6.87
256                     7.08
512                     7.66
1024                    9.12
2048                   10.94
4096                   14.53
8192                   21.99
16384                  46.85
32768                  85.24
65536                 148.78
131072                324.83
262144                671.33
