648413

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.37
2                       6.38
4                       6.57
8                       6.33
16                      6.26
32                      6.87
64                      7.00
128                     7.22
256                     7.50
512                     8.03
1024                    9.78
2048                   11.19
4096                   14.75
8192                   22.26
16384                  47.02
32768                  85.89
65536                 149.72
131072                321.12
262144                663.18
