653147

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.11
2                       6.19
4                       6.14
8                       6.20
16                      5.94
32                      6.58
64                      6.82
128                     6.89
256                     7.09
512                     7.76
1024                    9.41
2048                   10.94
4096                   14.60
8192                   22.08
16384                  47.09
32768                  85.76
65536                 150.02
131072                321.01
262144                671.04
