647088

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.07
2                       6.07
4                       6.08
8                       5.85
16                      5.94
32                      6.48
64                      6.53
128                     6.85
256                     7.08
512                     7.69
1024                    9.25
2048                   10.94
4096                   14.64
8192                   22.15
16384                  46.99
32768                  85.54
65536                 149.57
131072                314.11
262144                683.68
