649049

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.30
2                       6.46
4                       6.29
8                       6.45
16                      6.32
32                      6.83
64                      6.95
128                     7.07
256                     7.41
512                     8.10
1024                    9.56
2048                   10.87
4096                   14.31
8192                   21.78
16384                  47.81
32768                  85.15
65536                 150.93
131072                322.89
262144                669.37
