654582

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.40
2                       6.40
4                       6.59
8                       6.40
16                      6.34
32                      6.67
64                      6.78
128                     6.95
256                     7.25
512                     7.83
1024                    9.46
2048                   11.07
4096                   14.63
8192                   22.30
16384                  47.01
32768                  85.67
65536                 149.69
131072                323.44
262144                669.85
