652520

# OSU MPI Broadcast Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       6.54
2                       6.34
4                       6.16
8                       6.30
16                      6.17
32                      6.71
64                      7.10
128                     7.43
256                     7.51
512                     8.37
1024                    9.61
2048                   11.13
4096                   14.82
8192                   22.16
16384                  47.06
32768                  85.95
65536                 149.74
131072                323.91
262144                665.59
