1413952

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      36.80             23.52             20.08             33.87
2                      39.17             32.00             27.45             73.88
4                      37.72             23.56             20.20             29.86
8                      37.87             28.92             24.86             63.99
16                     62.26             30.28             26.04              0.00
32                     44.00             28.22             24.25             34.91
64                     50.37             34.04             29.30             44.24
128                    57.10             40.31             34.75             51.69
256                    62.98             39.31             33.88             30.17
512                    95.14             56.59             48.90             21.16
1024                   97.24             69.48             60.10             53.81
2048                  128.34             80.45             69.62             31.21
4096                  245.07            147.83            128.17             24.13
8192                  451.28            264.91            229.87             18.92
16384                 898.83            427.72            371.32              0.00
32768                1719.52           1050.16            912.08             26.61
65536                3297.42           1633.69           1419.06              0.00
131072               6784.82           3867.72           3359.91             13.18
262144              16683.08          13682.22          11886.86             74.75
