1418960

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      29.24             23.45             20.06             71.17
2                      33.60             25.36             21.73             62.09
4                      42.56             26.48             22.71             29.19
8                      50.61             29.28             25.16             15.22
16                     37.27             24.67             21.16             40.45
32                     39.40             32.17             27.66             73.86
64                     36.08             26.28             22.56             56.55
128                    64.33             41.81             36.05             37.54
256                    63.78             38.35             33.05             23.06
512                    68.58             48.23             41.63             51.10
1024                   98.16             64.98             56.17             40.93
2048                  125.81             82.67             71.55             39.71
4096                  215.86            135.97            117.84             32.20
8192                  446.61            275.11            238.72             28.16
16384                 672.26            409.52            355.47             26.09
32768                1676.63            963.95            837.11             14.87
65536                3460.18           1929.97           1676.30              8.71
131072               6333.08           3103.57           2695.80              0.00
262144              16323.09          13707.60          11907.96             78.04
