1417303

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      30.76             22.13             18.88             54.27
2                      32.46             26.96             23.06             76.17
4                      40.33             26.78             22.93             40.94
8                      33.77             23.11             19.80             46.11
16                     38.41             25.78             22.13             42.94
32                     44.37             35.11             30.23             69.38
64                     37.14             27.61             23.71             59.80
128                    62.06             37.73             32.51             25.14
256                    68.51             45.61             39.35             41.78
512                    81.64             48.02             41.45             18.90
1024                   84.94             54.08             46.72             33.95
2048                  130.63             85.24             73.79             38.49
4096                  211.84            136.78            118.56             36.69
8192                  438.01            270.99            235.16             28.98
16384                 652.08            379.73            329.61             17.37
32768                1460.38            750.95            652.11              0.00
65536                3197.35           1612.16           1400.32              0.00
131072               6389.80           3294.93           2862.33              0.00
262144              16376.31          13702.53          11904.55             77.54
