1415634

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      38.35             22.10             18.84             13.75
2                      28.99             20.74             17.69             53.35
4                      31.38             21.56             18.44             46.72
8                      29.27             21.33             18.25             56.52
16                     34.24             27.65             23.75             72.26
32                     32.90             26.20             22.49             70.18
64                     50.33             33.69             29.00             42.64
128                    68.79             41.25             35.57             22.57
256                    65.53             36.95             31.83             10.22
512                    68.76             43.02             37.10             30.61
1024                   90.93             54.23             46.84             21.65
2048                  142.10             77.97             67.48              4.95
4096                  222.94            152.63            132.34             46.87
8192                  438.77            249.94            216.87             12.93
16384                 752.08            471.95            409.75             31.63
32768                1432.53            745.04            646.98              0.00
65536                3479.16           1674.34           1454.35              0.00
131072               6437.71           3177.09           2759.93              0.00
262144              16783.59          13731.34          11929.56             74.41
