1420635

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      36.81             23.89             20.42             36.70
2                      46.26             30.25             25.99             38.41
4                      27.58             21.14             18.08             64.40
8                      40.00             23.61             20.23             18.98
16                     35.42             27.27             23.42             65.18
32                     46.09             25.62             21.99              6.91
64                     32.27             23.95             20.53             59.47
128                    57.48             36.38             31.33             32.67
256                    65.67             40.29             34.73             26.94
512                    65.59             44.88             38.72             46.49
1024                   92.60             54.97             47.48             20.73
2048                  137.65             93.62             81.05             45.67
4096                  214.48            137.27            118.97             35.10
8192                  398.55            239.52            207.80             23.47
16384                 860.82            514.59            446.72             22.49
32768                1505.33            812.33            705.36              1.75
65536                3118.41           1538.04           1335.83              0.00
131072               6355.34           3262.14           2833.49              0.00
262144              16202.16          13622.69          11834.08             78.20
