1422299

# OSU MPI Non-Blocking Broadcast Latency Test v7.4
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Datatype: MPI_CHAR.
# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                      31.56             23.41             19.96             59.17
2                      30.06             21.30             18.16             51.76
4                      30.09             23.86             20.43             69.53
8                      28.68             21.51             18.40             61.04
16                     32.53             26.72             22.93             74.70
32                     34.04             26.49             22.73             66.80
64                     32.96             25.75             22.09             67.37
128                    54.87             38.69             33.35             51.49
256                    78.24             43.60             37.60              7.86
512                    79.44             44.35             38.26              8.29
1024                   98.67             62.43             53.97             32.86
2048                  131.48             85.43             73.95             37.73
4096                  219.26            132.64            114.96             24.65
8192                  419.41            259.06            224.80             28.67
16384                 682.16            418.38            363.19             27.37
32768                1415.73            742.86            645.07              0.00
65536                3286.35           1600.67           1390.34              0.00
131072               6199.96           3128.58           2717.71              0.00
262144              16105.52          13240.72          11503.16             75.10
