3096337

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.73
2                       1.73
4                       1.73
8                       1.73
16                      2.00
32                      2.01
64                      2.02
128                     2.63
256                     2.65
512                     2.80
1024                    2.90
2048                    3.15
4096                    3.83
8192                    4.95
16384                   6.14
32768                   8.52
65536                  12.89
131072                 21.08
262144                 40.84
524288                 73.22
1048576               141.25
2097152               283.21
4194304               617.41
