3097477

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.71
2                       1.71
4                       1.70
8                       1.70
16                      1.98
32                      1.97
64                      1.99
128                     2.60
256                     2.62
512                     2.77
1024                    2.86
2048                    3.10
4096                    3.76
8192                    4.87
16384                   6.02
32768                   8.31
65536                  12.45
131072                 20.30
262144                 39.04
524288                 70.97
1048576               135.80
2097152               268.81
4194304               588.65
