3096845

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.68
2                       1.69
4                       1.69
8                       1.68
16                      1.95
32                      1.96
64                      1.97
128                     2.57
256                     2.59
512                     2.74
1024                    2.84
2048                    3.07
4096                    3.72
8192                    4.83
16384                   5.96
32768                   8.18
65536                  12.21
131072                 19.83
262144                 38.58
524288                 70.09
1048576               132.87
2097152               265.55
4194304               578.55
