3096773

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.71
2                       1.71
4                       1.71
8                       1.70
16                      1.97
32                      1.98
64                      2.00
128                     2.61
256                     2.63
512                     2.78
1024                    2.88
2048                    3.11
4096                    3.76
8192                    4.89
16384                   6.04
32768                   8.31
65536                  12.45
131072                 20.18
262144                 39.00
524288                 69.69
1048576               134.32
2097152               269.50
4194304               591.76
