3096478

# OSU MPI Latency Test v7.4
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                       1.72
2                       1.72
4                       1.71
8                       1.71
16                      1.99
32                      1.99
64                      2.00
128                     2.61
256                     2.63
512                     2.77
1024                    2.87
2048                    3.11
4096                    3.79
8192                    4.91
16384                   6.13
32768                   8.49
65536                  12.77
131072                 20.97
262144                 40.44
524288                 72.73
1048576               140.24
2097152               278.54
4194304               615.64
