1182187

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.06              1.61             16.00
2                       3.40              2.05              1.56             13.60
4                       3.40              2.05              1.54             12.20
8                       3.40              2.06              1.55             13.66
16                      4.06              2.48              1.87             15.32
32                      4.05              2.48              1.91             17.50
64                      4.06              2.48              1.86             15.08
128                     6.00              4.01              3.48             42.68
256                     6.05              4.07              3.52             43.62
512                     6.29              4.22              3.61             42.76
1024                    6.40              4.31              3.74             44.14
2048                    6.79              4.63              4.05             46.62
4096                    8.50              5.83              5.17             48.47
8192                   10.90              7.52              6.70             49.59
16384                  14.56              9.79              8.90             46.44
32768                  21.42             14.04             13.03             43.35
65536                  35.11             22.99             21.34             43.21
131072                 62.13             39.85             37.19             40.07
262144                191.45             89.01             83.54              0.00
