1182956

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.07              1.57             14.16
2                       3.43              2.06              1.53             10.13
4                       3.34              2.01              1.51             11.40
8                       3.34              1.99              1.50             10.33
16                      4.07              2.47              1.84             12.77
32                      4.08              2.47              1.85             12.69
64                      4.07              2.47              1.84             12.83
128                     6.00              4.01              3.44             41.87
256                     5.97              4.01              3.49             43.93
512                     6.23              4.17              3.59             42.68
1024                    6.40              4.32              3.73             44.42
2048                    6.81              4.64              4.05             46.41
4096                    8.66              5.93              5.19             47.43
8192                   10.93              7.52              6.70             49.12
16384                  14.47              9.78              8.91             47.37
32768                  21.55             14.33             13.13             44.99
65536                  35.11             22.94             21.28             42.78
131072                 62.36             39.98             37.29             39.99
262144                192.31             88.97             83.48              0.00
