1183014

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.51              2.10              1.62             13.05
2                       3.46              2.08              1.55             10.56
4                       3.44              2.06              1.54             10.85
8                       3.43              2.07              1.55             11.51
16                      4.09              2.47              1.88             13.68
32                      4.08              2.47              1.88             14.28
64                      4.08              2.46              1.86             13.28
128                     6.06              4.00              3.52             41.70
256                     6.06              4.04              3.56             43.13
512                     6.41              4.32              3.66             42.80
1024                    6.45              4.32              3.78             43.81
2048                    6.97              4.75              4.10             45.86
4096                    8.76              6.01              5.25             47.58
8192                   10.99              7.52              6.75             48.65
16384                  14.66              9.78              8.95             45.50
32768                  21.81             14.42             13.10             43.65
65536                  35.37             23.11             21.39             42.71
131072                 62.65             40.11             37.41             39.75
262144                194.42             89.92             84.41              0.00
