1183481

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.41              2.06              1.56             13.73
2                       3.39              2.06              1.54             13.54
4                       3.38              2.05              1.52             12.68
8                       3.39              2.06              1.51             11.36
16                      4.05              2.49              1.86             16.09
32                      4.06              2.49              1.84             14.43
64                      4.08              2.48              1.86             14.23
128                     6.01              4.01              3.49             42.69
256                     6.12              4.10              3.53             42.63
512                     6.22              4.17              3.61             43.00
1024                    6.41              4.32              3.75             44.29
2048                    6.97              4.78              4.11             46.88
4096                    8.66              5.97              5.23             48.46
8192                   10.95              7.52              6.72             49.05
16384                  14.57              9.80              8.91             46.44
32768                  21.47             14.21             13.18             44.84
65536                  35.83             23.53             21.68             43.24
131072                 62.84             40.30             37.72             40.22
262144                194.48             89.46             83.94              0.00
