1183072

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.50              2.13              1.73             20.62
2                       3.45              2.07              1.52              9.09
4                       3.39              2.03              1.52             10.74
8                       3.39              2.04              1.52             11.01
16                      4.06              2.48              1.84             13.87
32                      4.07              2.48              1.85             13.57
64                      4.08              2.48              1.85             13.50
128                     6.22              4.16              3.51             41.34
256                     6.21              4.17              3.55             42.35
512                     6.24              4.17              3.63             42.92
1024                    6.44              4.33              3.76             43.69
2048                    6.95              4.74              4.10             46.07
4096                    8.62              5.87              5.20             47.20
8192                   10.93              7.51              6.74             49.25
16384                  14.59              9.78              8.92             45.98
32768                  21.62             14.35             13.12             44.58
65536                  35.34             23.15             21.46             43.19
131072                 62.53             40.18             37.53             40.45
262144                190.60             88.77             83.26              0.00
