1182839

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.05              1.60             15.38
2                       3.38              2.03              1.55             12.92
4                       3.37              2.02              1.53             11.90
8                       3.37              2.02              1.53             11.43
16                      4.13              2.48              1.85             10.94
32                      4.08              2.48              1.89             15.04
64                      4.09              2.48              1.88             14.44
128                     6.02              4.01              3.50             42.46
256                     6.04              4.03              3.54             43.37
512                     6.32              4.25              3.63             43.05
1024                    6.40              4.32              3.76             44.57
2048                    6.93              4.74              4.10             46.70
4096                    8.65              5.93              5.20             47.70
8192                   11.06              7.63              6.80             49.46
16384                  14.57              9.79              8.91             46.38
32768                  21.80             14.49             13.26             44.85
65536                  35.37             23.05             21.47             42.58
131072                 63.13             40.36             37.56             39.38
262144                194.93             89.98             84.44              0.00
