1183132

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.45              2.07              1.56             11.93
2                       3.44              2.04              1.51              7.39
4                       3.37              2.00              1.49              8.28
8                       3.38              2.02              1.50              8.55
16                      4.10              2.47              1.83             10.76
32                      4.10              2.47              1.85             11.99
64                      4.12              2.46              1.84             10.16
128                     6.04              4.01              3.50             42.06
256                     6.04              4.02              3.49             42.17
512                     6.38              4.27              3.63             41.77
1024                    6.52              4.38              3.77             43.35
2048                    7.00              4.76              4.09             45.39
4096                    8.62              5.84              5.21             46.55
8192                   10.99              7.53              6.72             48.49
16384                  14.69              9.82              8.99             45.81
32768                  21.54             14.18             13.09             43.72
65536                  35.55             23.06             21.39             41.60
131072                 62.78             40.10             37.40             39.38
262144                192.70             89.05             83.61              0.00
