1182419

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.49              2.12              1.56             12.35
2                       3.46              2.07              1.54              9.74
4                       3.38              2.02              1.51              9.34
8                       3.37              2.02              1.51             10.31
16                      4.06              2.47              1.85             13.48
32                      4.05              2.47              1.83             13.53
64                      4.05              2.47              1.84             13.48
128                     6.05              4.01              3.48             41.33
256                     6.05              4.01              3.51             41.97
512                     6.28              4.18              3.61             41.77
1024                    6.46              4.33              3.76             43.31
2048                    6.97              4.74              4.08             45.48
4096                    8.78              6.00              5.23             46.83
8192                   10.99              7.52              6.73             48.49
16384                  14.59              9.80              8.92             46.31
32768                  21.61             14.27             13.15             44.20
65536                  35.50             22.96             21.17             40.75
131072                 62.57             39.99             37.24             39.36
262144                192.02             89.04             83.61              0.00
