1183247

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.40              2.05              1.55             12.74
2                       3.36              2.02              1.49              9.61
4                       3.37              2.03              1.49              9.86
8                       3.38              2.03              1.49              9.45
16                      4.09              2.49              1.84             12.97
32                      4.09              2.49              1.88             14.63
64                      4.10              2.49              1.86             13.17
128                     6.02              4.01              3.47             42.12
256                     6.02              4.02              3.53             43.32
512                     6.22              4.16              3.58             42.49
1024                    6.25              4.16              3.70             43.56
2048                    6.78              4.63              4.05             46.86
4096                    8.55              5.83              5.20             47.83
8192                   10.92              7.50              6.66             48.69
16384                  14.53              9.78              8.85             46.34
32768                  21.41             14.21             13.03             44.70
65536                  35.14             22.95             21.20             42.49
131072                 61.87             39.56             37.01             39.71
262144                191.48             88.98             83.50              0.00
