1183422

# OSU MPI Non-Blocking Broadcast Latency Test v7.0
# Overall = Coll. Init + Compute + MPI_Test + MPI_Wait

# Size           Overall(us)       Compute(us)    Pure Comm.(us)        Overlap(%)
1                       3.39              2.05              1.55             13.45
2                       3.38              2.01              1.51              8.97
4                       3.34              1.99              1.50             10.40
8                       3.34              2.00              1.50              9.92
16                      4.05              2.48              1.81             13.28
32                      4.06              2.48              1.82             13.15
64                      4.05              2.48              1.83             14.05
128                     6.02              4.01              3.49             42.45
256                     6.03              4.02              3.52             42.99
512                     6.25              4.17              3.61             42.41
1024                    6.45              4.33              3.75             43.51
2048                    6.82              4.64              4.06             46.07
4096                    8.62              5.89              5.20             47.49
8192                   10.97              7.52              6.71             48.56
16384                  14.52              9.78              8.87             46.57
32768                  21.29             14.03             13.06             44.46
65536                  35.20             23.00             21.26             42.59
131072                 62.51             40.03             37.32             39.75
262144                192.29             89.25             83.76              0.00
